"RSN","YEAR","Region","M","Dip","Rake","Ztor","Zhyp","Rjb","Rrup","Rx","Vs30","Z25","Z10","W","Fnm","Frv","A1100","LUF","HUF","T10p000","T07p500","T05p000","T04p000","T03p000","T02p000","T01p500","T01p000","T00p750","T00p500","T00p400","T00p300","T00p250","T00p200","T00p150","T00p100","T00p075","T00p050","EQID","SSN"
1020,1994,1,6.69,40,103,5,17.5,20.77,21.36,-19.21,602.1,0.32,0.32,24,0,1,0.1771,0.12,46,NA,0.610729152219307,0.26229535149407,0.347278933365825,-0.66271450817191,-0.42168350710996,-0.923948741561248,-0.600712193551128,-0.461326201929857,-0.161738832552936,-0.293309557104628,-0.368178163103732,0.809865489744179,0.514686143351827,0.930319418158822,0.713197565444768,0.396574021231991,0.14686453881894,127,356
1021,1994,1,6.69,40,103,5,17.5,31.27,31.66,-30.65,600.06,-999,-999,24,0,1,0.117,0.12,23,NA,0.259941173099104,-0.621574861028765,-0.775537251876254,-1.21877130472869,-0.578791878406321,-0.813858207104636,-1.0102528033272,-0.485281278443597,-0.37331984252828,-0.0175815967012505,-0.0338890087406214,-0.062224376947567,-0.0320030264646389,0.494921055983744,-0.451878278969387,0.309117047141547,0.311510966362111,127,78
1022,1994,1,6.69,40,103,5,17.5,31.3,31.69,-30.7,523.54,-999,-999,24,0,1,0.1169,0.12,23,NA,-0.339132569506294,-0.813205697202588,-1.26762778146297,-1.71546696955424,-0.832075677792045,-1.17802598664835,-1.37983340810594,-0.956189040725708,-0.89944176332246,-0.715048284167525,-0.893350673480954,-0.976031336231706,-0.477452410589732,-0.00976999799946565,-0.671689496943152,-0.819169268852257,-0.740763773508773,127,346
1023,1994,1,6.69,40,103,5,17.5,24.86,25.36,-22.8,670.84,0.32,0.02,24,0,1,0.1485,0.175,18.4,NA,NA,0.31014000114124,0.310480697634078,-0.11908175381184,0.0740944583872345,-0.176806604759569,-1.32943249885622,-0.647401260512241,-0.197053266455555,-0.628821520459289,0.220296091345024,0.175630859301611,0.938230921429516,0.564267948737785,-0.398203470499765,-0.0837050551440752,NA,127,79
1024,1994,1,6.69,40,103,5,17.5,53.56,56.91,26.55,267.35,5.3,0.82,24,0,1,0.0742,0.1625,24,NA,NA,-0.373678939852988,-0.703928710917923,-0.95587710061464,-0.458838016417662,-0.704570517687154,0.0120871948081938,0.204011339690458,-0.0920627251108792,0.391260735673869,0.440928499204872,0.561694206655575,0.432893917647565,0.94644944553976,0.777387190062049,0.615908225897931,0.213939617775704,127,577
1025,1994,1,6.69,40,103,5,17.5,51.88,52.12,-51.88,268.65,-999,-999,24,0,1,0.0682,0.3,23,NA,NA,NA,NA,-0.548651222940973,0.103624821208322,0.170436815107334,-0.000349486969474455,-0.116990934486131,-0.0777632052323929,-0.598159944936375,-0.83170446995363,-0.182142943271476,-0.0471364001816088,-0.16620581091811,-0.104964286116125,0.108232852916203,0.268400001007807,127,343
1026,1994,1,6.69,40,103,5,17.5,34.31,39.91,33.9,311.86,4.24,0.52,24,0,1,0.1071,0.1625,24,NA,NA,-0.849980273696685,-0.671431532594694,-0.574342171526394,-0.111006070074086,0.0227196552116822,-0.298060647007535,0.24717139418126,-0.414352986025277,0.2972202014325,-0.137524527677858,-0.300639631012389,-0.394864293645107,0.159376060333813,0.501907285994561,0.299658767629706,-0.0188370503450965,127,540
1027,1994,1,6.69,40,103,5,17.5,36.86,37.19,-36.86,499.31,-999,-999,24,0,1,0.0984,0.2,23,NA,NA,-0.842013413198562,-0.688972330281893,-0.281290633064191,0.322155708707088,-0.860056542964728,0.0024709158479248,-0.444866142269947,-0.469953365627937,-0.929798076960302,-0.476427293997173,0.0328447548872335,-0.028298952513528,-0.141059443951766,0.0264341256968574,-0.386378943053267,-0.198524698126874,127,327
1028,1994,1,6.69,40,103,5,17.5,36.9,37.24,-36.9,435.64,-999,-999,24,0,1,0.0983,0.2,23,NA,NA,-0.947508735216461,-0.825636538858787,-0.477094143952705,0.257622475419859,-1.02489773605976,-0.271495673736761,-0.377721753857533,-1.00432436963169,-0.401040781948355,-0.992314080426271,-0.299616913065583,-0.564267813425063,0.245686428806567,0.131050048664628,0.211708375521484,0.0268670873192978,127,328
1029,1994,1,6.69,40,103,5,17.5,37,37.33,-37,499.31,-999,-999,24,0,1,0.098,0.2,23,NA,NA,-0.743862404340048,-0.802656971028483,-0.310099975014932,0.461792667250505,-0.855108012703115,0.0581502282136985,-0.212151373618481,-0.32071768762632,-0.195339196362836,-0.940935502145204,0.0218521546885135,-0.52798685281076,-0.117750651825014,0.3495145634358,0.35947009969804,-0.351028056328179,127,329
1030,1994,1,6.69,40,103,5,17.5,37.23,37.57,-37.23,421.46,-999,-999,24,0,1,0.0974,0.2,23,NA,NA,-1.03658540410116,-0.995243441474372,-0.536993739134672,0.556168747272094,-0.659265119634035,0.782507189960916,0.0483635748983144,-0.794640913178548,-0.458191804597059,-1.13876735071491,-0.094293907104138,-0.315913863635386,-0.436013888406158,-0.247234400751382,0.0207705188974439,0.175467975256439,127,330
1031,1994,1,6.69,40,103,5,17.5,37.47,37.8,-37.47,375.22,-999,-999,24,0,1,0.0967,0.2,23,NA,NA,-0.965267559297116,-1.02932850419738,-0.593949627227276,0.586479623084968,-0.456710399394119,0.8875044528597,0.372386475000946,-0.439600452295617,0.426822925576194,-0.202489172310115,0.144922153696181,-0.199392066576744,-0.105714970741954,0.000407297102300141,0.031826932301569,-0.155797449548192,127,314
1032,1994,1,6.69,40,103,5,17.5,37.7,38.03,-37.7,327.44,-999,-999,24,0,1,0.0961,0.2,23,NA,NA,-1.29100473139763,-1.5609736333569,-0.846954828756244,-0.275290674068509,-1.11878367036816,-0.0824160303051049,-0.246979090034937,-0.0763096314878133,0.0187539759092026,0.196555945482167,0.821987426327544,0.463518094176137,0.655962663726084,0.569125509481956,-0.0361879599997303,0.0694664993500993,127,331
1033,1994,1,6.69,40,103,5,17.5,46.31,46.58,-39.51,485.67,-999,-999,24,0,1,0.0771,0.2,46,NA,NA,-0.504010149390332,-0.59568315935654,-1.31910521091597,-0.362270582652252,-0.754500454232031,0.142067905468192,0.270557118637468,-0.0676016711832865,-0.455724765707594,-0.671835931961932,-0.156750529205672,0.324257500754644,-0.572896340883109,0.277587972495692,-0.283494062383169,0.336535825988881,127,309
1034,1994,1,6.69,40,103,5,17.5,26.77,33.67,45.15,349.54,-999,-999,24,0,1,0.1192,0.3,23,NA,NA,NA,NA,-0.970813038668069,0.0469182253254776,-0.398364829258856,-0.208558386581855,-0.315963066746786,-0.502032826056118,-0.304653533461053,-0.20242708008436,-0.527757438994652,0.136402632102173,0.209791710872698,-0.18330744489496,-0.0431816458470946,-0.284203461062072,127,335
1035,1994,1,6.69,40,103,5,17.5,33.56,39.29,37.05,351.57,2.18,0.44,24,0,1,0.0994,0.1625,24,NA,NA,-0.452267915660962,0.443133426513646,0.362673151206093,-0.0846749040280761,0.0729087151879453,-0.22196722117835,0.484115785063679,0.107909325152851,0.212436421432792,-0.00586008277659911,-0.118190937832794,0.377999330853809,0.0708610415385325,0.0717220870168163,0.0584682992672185,0.070003334893654,127,541
1037,1994,1,6.69,40,103,5,17.5,75.64,75.8,-72.51,422.73,-999,-999,24,0,1,0.0451,0.3,23,NA,NA,NA,NA,-1.65774681615239,-0.964896528457882,-0.562197580731424,-0.896611592726072,-1.42815989042146,-0.488678949675776,0.226928166414818,-0.640236435480436,0.198029215910478,0.0635102664758742,-0.0809725275660931,-0.909765914585147,-0.906133656615149,-0.216912019536247,127,369
1038,1994,1,6.69,40,103,5,17.5,43.22,45.03,13.74,316.01,3.76,0.6,24,0,1,0.0867,0.125,24,NA,-0.493089809901616,-0.690258098191825,-0.906305010771335,-1.29649202248135,-0.338787730554899,-1.21292052714719,-0.421499578028618,0.186757649969626,-0.167931436346999,0.51501960696479,0.192212326418942,0.0891295922808641,0.739596221053806,0.546683064511506,0.293873678700322,0.242304247259558,-0.0332930958652007,127,520
1039,1994,1,6.69,40,103,5,17.5,16.92,24.76,23.09,341.58,2.32,0.32,24,0,1,0.1807,0.16,23,NA,NA,-0.508310363875704,-0.15869831018512,-0.398181580815673,-0.285587302396734,0.397271363566466,0.158935086515214,0.0436047709988876,-0.136308726425726,0.490389373852754,0.0384564383618633,0.488330766612089,0.454013941452046,0.0417207393930816,-0.291522091366987,-0.497788933708188,-0.635290217525694,127,325
1040,1994,1,6.69,40,103,5,17.5,71.3,71.47,-31.45,444.74,-999,-999,24,0,1,0.0482,0.3,46,NA,NA,NA,NA,-1.4850457343496,-1.07389337236989,-1.67871091725072,-0.941512870727744,-0.949855275337718,0.574572941676333,0.316528801376424,0.220463418785241,-0.046366092137526,1.0999332042616,0.682715969310776,0.473837559446105,0.997464990115195,0.930471748403043,127,305
1041,1994,1,6.69,40,103,5,17.5,35.53,35.88,-11.08,680.37,-999,-999,24,0,1,0.1023,0.5,18.4,NA,NA,NA,NA,NA,-1.0928450650208,-0.268116478875616,-0.457789729357259,0.0803271086256951,-0.507515338843537,-0.213424592152277,0.622521159882003,0.716211475628709,1.12249344479599,0.41330048697024,0.378911438892746,0.77826816917197,NA,127,336
1042,1994,1,6.69,40,103,5,17.5,7.89,12.51,9.14,326.47,2.6,0.34,24,0,1,0.3469,0.125,24,NA,-0.497183253693491,-0.58924473331722,0.0559280242814748,-0.337991227207319,0.132645891339661,-0.493618887241994,0.119676418924283,-0.513375814535432,-0.355383190247491,-0.143082300487078,-0.176865177829474,0.654969261977629,0.207252946065255,0.193203165767146,-0.314446908623798,0.226762233303501,-0.550579164571022,127,518
1043,1994,1,6.69,40,103,5,17.5,51.61,51.85,-46.52,337.63,-999,-999,24,0,1,0.0686,0.12,46,NA,0.772628853189799,1.40099844488476,0.8479527963186,0.13170277288142,0.646187098141294,0.273712991416112,-0.0816987788387,0.0145368669000643,-0.414540719401594,-0.683008478635403,-0.752737965898935,-1.03763100440816,-1.02806356734517,-0.793881114738182,-0.841816102949775,-1.30288366658823,-0.98976980286592,127,352
1044,1994,1,6.69,40,103,5,17.5,3.16,5.92,-3.16,269.14,5.04,0.42,24,0,1,0.5591,0.12,23,NA,-0.762046448803825,-0.0716531879088627,-0.24251994942401,-0.687502017405745,0.0698080552544258,-0.238775067847772,-0.328505477096239,0.302221086687205,0.30936320511502,0.519715075802998,0.941580283785401,0.726472078575812,0.168027551601817,0.320535513591283,-0.563387153905683,-0.38251716621597,-0.144715521631015,127,324
1045,1994,1,6.69,40,103,5,17.5,2.11,5.48,0.79,285.93,3.18,0.32,24,0,1,0.5716,0.125,24,NA,0.349037461071612,0.342885932371165,0.186844957012089,0.235040209347815,0.190804190749739,-0.0668463437376339,-0.267223338069496,-0.832905612503662,-0.480935705757103,-1.29078841466965,-0.943712359694208,-0.630798870547673,-1.65241203761334,-1.39274477594583,-1.62074683918743,-1.3288970308439,-1.8433711896633,127,551
1048,1994,1,6.69,40,103,5,17.5,0,12.09,12.85,280.86,3.12,0.34,24,0,1,0.5186,0.1625,24,NA,NA,0.604108443990226,-0.151264798366405,0.0340924443612409,0.692744600801129,0.297023190143439,-0.572788694642614,0.353639272195136,-0.174186737599397,0.490574338284727,0.195442633163163,0.0270877029129615,0.411144609766739,-0.164295391282635,0.759765643414769,-0.0607292435490194,0.30744020068595,127,512
1049,1994,1,6.69,40,103,5,17.5,13.34,24.08,30.42,191.06,3.12,0.32,24,0,1,0.1984,0.1625,24,NA,NA,-0.611946809030068,-1.31615563014604,-1.0802219229093,-0.452693799284363,-0.772979165141883,-1.85891773706165,-0.372732839419989,-0.241134059326971,0.00972489625554473,0.788044079036078,0.903585623188546,1.59118135836113,0.411066904762268,0.752852136861553,0.653145519418319,0.976069123727268,127,544
1050,1994,1,6.69,40,103,5,17.5,4.92,7.01,-4.84,2016.13,3.08,0,24,0,1,0.449,0.16,23,NA,NA,-0.443992724343164,0.354256817555453,0.737627565370817,-0.123158978724176,0.913929218194822,0.91005436271281,0.38535246743279,1.38009404764164,0.846883826092212,0.671055301052081,-0.10930013543111,-0.0405062426176754,-0.650175895576108,-0.210504492273028,-0.471694635277698,-0.602155655529335,127,319
1052,1994,1,6.69,40,103,5,17.5,5.26,7.26,-2.28,508.08,2.18,0.32,24,0,1,0.4369,0.14,23,NA,NA,-0.247958438939364,0.368829228880779,-0.0100696983388255,0.20125242179868,0.217083757549241,-0.0861727428377437,0.282357515368916,0.257518146002877,-0.140659241750896,-0.41386656260018,-0.192055757637829,-0.454477893413242,-0.873096418517583,-1.05237649611409,-1.31191217046789,-1.32797873369761,127,316
1053,1994,1,6.69,40,103,5,17.5,41.37,41.67,-40.86,551.56,-999,-999,24,0,1,0.087,0.2,46,NA,NA,-0.526892442105888,-0.359443579638965,-0.720884067419511,0.585509640367692,0.21410080768642,0.0903573567457436,0.0710947616124837,0.242263663267228,-0.279687694937681,-0.548146206104102,-0.164966912879955,-0.0769309201816055,0.191927092801532,0.489834255508952,0.0706711049978788,0.00771106720434389,127,345
1054,1994,1,6.69,40,103,5,17.5,5.54,7.46,-5.31,325.67,3.9,0.34,24,0,1,0.4604,0.5,16,NA,NA,NA,NA,NA,0.359237662554493,0.742443467612478,0.27273718687882,0.357804929859137,-0.552831594763344,-0.153727076009058,-0.906973617061287,0.158484316118072,-0.0253030552003004,-0.532803044630501,-0.29261294723864,0.473634106552854,NA,127,921
1055,1994,1,6.69,40,103,5,17.5,35.77,36.12,-4.78,397.27,1.2,0.32,24,0,1,0.1016,0.5,24,NA,NA,NA,NA,NA,-1.06694140994736,-0.299678774796257,-0.861944708438161,0.204594508665452,0.835388897216928,0.741569630760397,0.943253306159042,0.465465580540504,0.983983275276581,0.759857323293793,0.437088411709948,0.198125061268946,0.272905646458137,127,587
1057,1994,1,6.69,40,103,5,17.5,24.42,31.74,32.18,345.72,2,0.52,24,0,1,0.1311,0.15,24,NA,NA,0.636264807716141,0.181335095220377,0.697544009550769,0.562111385634117,0.172618896190303,0.283054174988556,-0.181146950208292,0.0249932151773073,-0.0869044557612026,-0.304830388354921,-0.18409171890247,-0.306463206184061,0.191955708693584,0.225721191048009,0.102961914863251,-0.208435935893494,127,542
1058,1994,1,6.69,40,103,5,17.5,36.61,41.93,48.94,527.7,0.32,0.32,24,0,1,0.0911,0.375,18.4,NA,NA,NA,NA,NA,-0.553525404420873,-0.213642828063811,0.336287917770562,1.20895163440275,0.904488878529904,2.00878385424221,1.6845595865894,0.796720418755706,0.299679304944383,0.832841925858242,-0.204565606751164,0.232717197441798,NA,127,362
1059,1994,1,6.69,40,103,5,17.5,47.58,51.78,52.35,248.98,2.14,0.52,24,0,1,0.0707,0.14,23,NA,NA,-0.302760097711371,-0.478782328894645,-0.926513119085308,0.150518219917247,0.11260751208561,0.0928246123323611,0.3075263477991,0.229810370222055,0.204804212482981,-0.0616048440066219,-0.323617305390529,-0.0442373068083253,-0.292417341363286,-0.480045774816954,-0.0840666432038812,0.073428868941706,127,86
1060,1994,1,6.69,40,103,5,17.5,79.83,79.99,-29.5,509.1,0.32,0.02,24,0,1,0.0427,0.3,46,NA,NA,NA,NA,-0.730084176975806,0.0509020866989145,-0.377523401498452,0.339165082480486,-0.133759606544269,0.304070054711454,0.681897822306789,0.872291226717943,0.628901522266805,0.988136311740626,0.666563056285328,0.278768668525353,-0.569473973164599,-0.510369631236845,127,311
1061,1994,1,6.69,40,103,5,17.5,48.02,52.18,50.59,580.03,-999,-999,24,0,1,0.0701,0.3,23,NA,NA,NA,NA,-0.64937955973122,-0.965781226376923,-1.26722682003583,-0.0781549128814367,0.777383411327227,-0.0394301918907023,0.11298655284431,-0.199534646609073,-0.691175678829965,0.414023515555051,-0.405972359988436,-0.294197494955316,-0.724105955244827,-0.411963285646715,127,291
1062,1994,1,6.69,40,103,5,17.5,50.47,54.45,48.16,508.83,-999,-999,24,0,1,0.0669,0.375,24,NA,NA,NA,NA,NA,-0.320415587527517,-1.00419081750495,0.547985456426844,1.09807212378908,0.048973686363694,0.981897716691353,1.41849383682507,-0.0208378472320936,0.0860543513577579,-0.0747641726479449,-0.460620408272896,-0.338585562445521,-0.449196156894976,127,539
1063,1994,1,6.69,40,103,5,17.5,0,6.5,4.16,282.25,4.44,0.32,24,0,1,0.7039,0.1,24,-0.494280309340857,-0.103333384652407,-0.125388186615286,-0.439255028550283,0.0404364832973534,0.47097188686002,0.36536142749753,0.27945310387047,0.258375948403629,-0.676051964013679,0.247733904990842,0.526294070651887,0.63554746332325,0.538189876547272,0.152706171765366,0.514882319064544,0.502434313400966,0.756341240920518,127,63
1065,1994,1,6.69,40,103,5,17.5,44.89,49.32,44.76,473.25,0.5,0.32,24,0,1,0.0754,0.3,23,NA,NA,NA,NA,-0.244168106821331,-0.30768114522098,0.413583756702348,0.257987340709219,0.642477458079685,0.588228875998617,-0.363175121991812,0.733460283006089,0.280287105338752,-0.0375863848704778,-0.649304980813628,-0.525054035177336,-0.624067500898841,-0.670677449674857,127,292
1066,1994,1,6.69,40,103,5,17.5,64.6,64.8,-64.6,320.75,-999,-999,24,0,1,0.0537,0.3,23,NA,NA,NA,NA,-1.25136018043551,-1.2611046226294,-0.746038219167547,-0.613119690612074,-0.535170625747543,-0.848867213781528,-0.0960427284737007,-0.104020112342929,-0.671010903322179,-0.566110865158114,-0.294133364419746,0.0377393389794687,-0.306046280032838,-0.135630131866803,127,317
1070,1994,1,6.69,40,103,5,17.5,38.86,39.31,3.2,401.37,2.48,0.32,24,0,1,0.093,0.1625,24,NA,NA,-0.469885295350849,0.269233538787274,-0.798119641388113,-0.387695653046887,-0.0423087256220969,0.560392801089753,0.487105220586149,0.547259069885354,0.84734745824554,-0.124312704581461,0.279243410665257,1.19900294910463,1.22244713169197,0.91545075660437,0.831390785980875,0.258236282999365,127,528
1072,1994,1,6.69,40,103,5,17.5,34.55,35.02,2.76,379.43,2.08,0.32,24,0,1,0.1054,0.6,23,NA,NA,NA,NA,NA,NA,-1.15150221295049,-0.103679614755195,0.244005503204991,0.483334265220257,-0.149798203055994,0.3069872250177,-0.0973979479227864,0.616541175860199,0.567042870776324,0.0861337620572691,0.643079318616118,0.428751561938702,127,338
1073,1994,1,6.69,40,103,5,17.5,53.24,57.03,48.58,477.92,-999,-999,24,0,1,0.0634,0.3,23,NA,NA,NA,NA,-0.973687857007071,-1.20811548768668,-1.40650440822859,-0.0537995038267449,0.538168832964619,0.693412259075283,0.36692619032352,0.940803213459042,0.411311764993976,0.226584979419531,-0.0813174755691435,-0.274283804901605,-0.720015359285568,-0.52268099308241,127,284
1074,1994,1,6.69,40,103,5,17.5,41.26,41.56,-27.51,421,-999,-999,24,0,1,0.0873,0.12,46,NA,0.194149044987889,0.157872928831322,-0.23310636340741,-0.135906145160356,-0.334615467898066,-0.500850521651983,-0.475497333008446,0.191221716406088,0.340556941427546,0.568713150295748,-0.65713302165087,-1.14681067472513,-0.989644299275754,-1.11611990771515,-1.13089331127404,-1.14089761187362,-0.326630666002215,127,359
1076,1994,1,6.69,40,103,5,17.5,48.06,50.22,16.74,339.06,4.16,0.62,24,0,1,0.0793,0.125,24,NA,0.219206802732799,0.146534174467743,-0.215102909854903,-1.10489034448171,-0.118032828808899,-0.767946662386521,-1.19556010490847,-0.0755656447174573,0.293228482245604,0.641463181925467,0.370014419316116,0.932599836199587,0.572281437871476,0.912040354981689,0.950247320778169,0.205464194440437,0.701455206695762,127,570
1077,1994,1,6.69,40,103,5,17.5,17.28,26.45,30.21,336.2,5.12,0.54,24,0,1,0.1948,0.14,23,NA,NA,0.333174008678558,-0.740191229499374,-0.264235991753433,0.543262254146406,0.373445130964728,-0.226105162853878,0.387608755770461,0.146279087863125,0.387926981971846,0.872006211955039,0.903372459754877,1.2635360747098,0.790406953119138,0.928175771486331,0.796011509114686,0.769446492227875,127,348
1078,1994,1,6.69,40,103,5,17.5,1.69,16.74,20.08,715.12,0.32,0.02,24,0,1,0.3763,0.14,28.57142857,NA,NA,-0.228527180231668,0.405199125172077,-0.875228225190251,0.53107018077284,-0.0414327420705822,0.0203873134115233,-0.0128618299922978,-0.30934435885481,0.590813562905062,0.528170039987422,0.0103554874881828,0.391669566746051,-0.253867753196477,-0.0532916737272391,-0.325952777198894,0.122111422874141,127,227
1079,1994,1,6.69,40,103,5,17.5,61.46,64.76,34.19,296.62,5.1,0.54,24,0,1,0.0633,0.16,46,NA,NA,-0.72186921781586,-0.821665853364135,-0.192605552053969,-0.528497858227265,-0.839954386883811,-0.0930902209833167,-0.0257351450123666,0.284483448606912,0.309710322576558,-0.211497464361413,0.788802047361395,0.119254812320882,-0.00652287104940985,0.620250903382025,0.35216374701829,0.213837575297525,127,294
1080,1994,1,6.69,40,103,5,17.5,0,13.42,14.92,557.42,0.32,0.32,24,0,1,0.4831,0.2625,24,NA,NA,NA,NA,-0.191956328022572,-0.554269880253176,0.792765424397315,0.693183132649385,-0.0726989196379828,1.27749068285186,0.322812101288228,0.621747016731069,-0.0214307919284771,-0.721438093035415,-0.131688254451318,-0.315551680285103,0.224223477446793,0.0993637469221635,127,550
1082,1994,1,6.69,40,103,5,17.5,5.59,10.05,7.03,320.93,2.82,0.36,24,0,1,0.4187,0.125,24,NA,-0.514761545758724,-1.3670385016885,-0.862246317135623,-1.06336090965256,-0.00269209063158549,0.0274194338930482,-0.129191500754069,-0.279010012305271,-0.391544576078455,-0.229020789370092,-0.415441221056266,-0.117819269012965,0.22446541425161,0.35238304230598,0.306196240920497,0.320028345706175,-0.233056699481574,127,515
1083,1994,1,6.69,40,103,5,17.5,12.38,13.35,-3.26,402.16,0.8,0.1,24,0,1,0.2768,0.125,24,NA,-0.925337906586646,-1.13835640583359,-0.439805217073996,-0.984357792488682,0.0823248689943861,-1.04209829258315,0.482360082390269,-0.00841979242828872,-0.0352457530594874,-0.168268698025502,-0.853426456265616,-0.244654285427014,-0.381646562409639,-0.410839660725782,-0.820088568098484,-1.19311554930167,-1.26568166106122,127,553
1084,1994,1,6.69,40,103,5,17.5,0,5.35,1.91,251.24,5.86,0.1,24,0,1,0.7604,0.23,40,NA,NA,NA,-0.614910104813519,0.576141641893265,0.218649539388368,0.230903940866061,0.143915279670868,0.281190197525481,-0.804898435512197,-0.0219575710506623,0.123538755518258,-0.333510477842219,-0.0707601877444475,-0.24987719568991,-0.124154342131324,-0.107433890978275,0.0568581621268311,127,61
1085,1994,1,6.69,40,103,5,17.5,0,5.19,1.38,370.52,6.4,0.12,24,0,1,0.7692,0.23,30,NA,NA,NA,-0.362786109685797,0.454253353550309,0.0464846430402908,-0.35760125086077,-0.905413186418937,0.056134476864099,-0.208590025249606,-0.269618896159401,-0.282965072512574,-0.020562623154238,0.123191492644514,0.343503617344139,-0.332223961343978,-0.114493052282052,0.0688850008907425,127,62
1086,1994,1,6.69,40,103,5,17.5,1.74,5.3,-1.74,440.54,8.96,0.1,24,0,1,0.6682,0.12,23,NA,-1.97321247185665,-1.29659309452353,-0.37736262999411,0.0261031759690542,0.279448273006697,0.280235613030905,-0.771652286650487,-0.393956672314417,0.211375458223101,0.3015818291718,-0.0628631087170404,-0.122751676484044,-0.539709040563397,-0.69616321011915,-0.28044718538932,-0.662972995188024,-0.903613878488474,127,344
1088,1994,1,6.69,40,103,5,17.5,53.43,57.2,45.29,260.6,1.64,0.32,24,0,1,0.0633,0.15,24,NA,NA,-0.111990808257564,0.00309909179886381,-0.233350244056873,-0.94259806869945,-0.456464439487128,-0.625481238097311,0.719347340868534,1.15533788236743,0.913518260087876,1.04407384509209,1.02985778914846,0.331578416044854,0.251692012396949,-0.0446923781055544,0.308629440609787,0.532103236295599,127,575
1089,1994,1,6.69,40,103,5,17.5,10.31,22.28,28.7,505.97,0.32,0.32,24,0,1,0.2252,0.168,28.57142857,NA,NA,-0.472971148561841,-1.16440116213832,-0.497832400041748,-0.190069545573274,-0.304427300132215,-0.828388127827546,-0.166217933666941,0.413483624846217,-0.231894282299038,0.693805599830664,0.135418298896616,0.979367517632712,-0.0310367103724767,0.283059477513001,0.260325643257493,0.0548398649634176,127,226
1091,1994,1,6.69,40,103,5,17.5,23.1,23.64,-23.1,996.43,-999,0.01076,24,0,1,0.159,0.25,18.4,NA,NA,NA,-0.305054346889459,0.401736265523339,0.173963787860643,0.390250240895326,0.770760261749666,-0.28189335622909,0.425300522165859,1.4334479766837,-0.186951265190797,0.617591566708426,0.445010199296167,0.667829468795306,0.921414986610853,0.483342501362547,NA,127,313
1092,1994,1,6.69,40,103,5,17.5,54.28,58,44.13,358.95,5.88,0.78,24,0,1,0.0742,0.25,18.4,NA,NA,NA,-0.244753812198303,0.280827949064225,0.592635791588099,0.765077223500063,0.66616925399678,-0.073596092389419,0.562674332972238,0.017531316683395,-0.412512824614018,0.0257293126723352,-0.429112739802737,-0.416069513364138,-1.08861593578422,-1.38751390821,NA,127,365
1093,1994,1,6.69,40,103,5,17.5,76.38,77.56,15.01,416.93,2.3,0.32,24,0,1,0.0444,0.125,24,NA,-0.296966123685638,-0.213490427340608,-0.29860295619233,-0.350779957482488,-0.446277197132099,-1.15353090460722,-0.900253140281537,-0.132795414648406,-0.326732535758451,-0.343797721815298,0.0811234694967027,-0.334575982369631,0.408820556724652,-0.694728349823187,-0.0816415523316394,-0.246133196905731,0.186529593974672,127,583
1094,1994,1,6.69,40,103,5,17.5,51.46,51.7,-1.2,334.69,3.06,0.34,24,0,1,0.0691,0.075,24,0.0307278251700005,0.333885036096027,0.251220858946891,-0.178264062913026,-0.562330352421043,0.30480889704093,-0.0996544348493895,-0.0330330108755037,-0.167807404887026,0.0408710408033963,-0.724815154518492,-0.482958762999187,-0.310594808751813,-0.489352584509453,0.00023795094989687,-0.266330449276695,-0.529120996388747,-0.54008509578634,127,565
1095,1994,1,6.69,40,103,5,17.5,48.36,49.1,7.2,511.83,5.08,0.32,24,0,1,0.0841,0.5,24,NA,NA,NA,NA,NA,-0.273672277911675,-0.406253479649235,0.013249165057049,-0.470595343404665,0.0143813533496995,-0.902234991075287,-0.0749043409954941,-0.727745093826336,-0.118901701103246,-0.932376603589031,-1.34437169565218,-1.06144495070535,-0.51956671437744,127,569
1096,1994,1,6.69,40,103,5,17.5,64.46,64.66,-41.59,662.7,-999,-999,24,0,1,0.0538,0.24,46,NA,NA,NA,-0.251286619140756,-0.756206573832232,-0.32651593521636,-0.0370040951784434,0.834890401872281,-0.420010763679654,-0.0758380611331555,0.0615974709185632,-0.407798193331314,0.0426890700033198,-0.040255903876254,-0.237844960255557,-0.737266679903437,-0.382184203478526,-0.335043645757624,127,308
1098,1994,1,6.69,40,103,5,17.5,71.51,71.69,-44.36,476.64,-999,-999,24,0,1,0.048,0.3,46,NA,NA,NA,NA,-1.18373237508248,-0.427737234659482,-1.50493179644731,-0.12310692811801,0.0263245671033134,0.308718861343351,-0.214982958366426,0.714114816842928,-0.00354337629730672,0.294637591525414,0.486319259942156,0.864903945081965,0.822364258134928,0.961422761067872,127,307
1100,1995,10,6.9,85,180,0.2,17.9,24.85,24.85,-24.85,256,1.06,0.5,20,0,0,0.1401,0.025,32,-0.102681165448399,0.148794322311609,0.118108549904072,0.461173703674142,-0.115004338796418,0.392243327788367,0.320324538362673,0.610051560396311,-0.0727793525633809,-0.0511562160652907,0.170668329359911,-0.271536894562766,-0.50535186712713,-0.470672384890442,0.122483570339805,0.390514761464262,1.18772841007093,1.08227420224955,129,591
1101,1995,10,6.9,85,180,0.2,17.9,11.34,11.34,-11.34,256,1.52,0.72,20,0,0,0.2848,0.125,32,NA,0.539738057599655,0.347483334636627,0.00226239262290173,0.278311151934669,0.506273995677907,0.163877771623216,0.963888201945527,0.110334566421487,0.375750538928377,-0.135244367691816,-0.405586487559081,-1.41966750743641,-0.962432205487892,-1.7181683948305,-0.257330612293691,-0.285957412021167,0.206963602829919,129,596
