"RSN","YEAR","Region","M","Dip","Rake","Ztor","Zhyp","Rjb","Rrup","Rx","Vs30","Z25","Z10","W","Fnm","Frv","A1100","LUF","HUF","T10p000","T07p500","T05p000","T04p000","T03p000","T02p000","T01p500","T01p000","T00p750","T00p500","T00p400","T00p300","T00p250","T00p200","T00p150","T00p100","T00p075","T00p050","T00p030","T00p020","T00p010","PGA","PGV","CAV","AI","EQID","SSN"
2124,2003,1,4.92,72,-174,4.859,6.3,38.23,38.9,38.51,362.39,0.32,0.32,2.4,0,0,0.0136,0.14,21.42857143,NA,NA,0.793404325576009,0.788997337669021,0.870759337581748,1.09806855868384,1.31185267171941,1.18300005425523,0.75800493672569,0.477287927416925,0.263069341953819,0.652390520021006,0.996398968935462,0.759155154391444,0.327109096495616,0.653345300277161,0.591379923280746,0.542818088372791,0.59476265498685,0.629256439936897,0.630215621786978,0.639105029059883,0.810925801922308,0.273499432327152,0.819414424539177,170,1220
2129,2003,1,4.92,72,-174,4.859,6.3,36.24,36.94,36.9,351.31,0.32,0.32,2.4,0,0,0.0147,0.175,21.42857143,NA,NA,0.397951435951504,0.491497889207989,0.745829074552368,0.978114006003159,1.26157125540794,1.15456767252639,0.488465896368673,0.722922773262852,0.756314981949001,0.552710725339857,0.256445412553276,0.0469208959137495,0.158465753923602,0.151054969154922,-0.057115282752557,0.0557390755080238,0.229920743754485,0.229222400125353,0.234261619744019,0.241821268195158,0.552851235269367,0.0155699111252252,0.352068994527074,170,1221
2130,2003,1,4.92,72,-174,4.859,6.3,30.85,31.68,31.02,387.12,0.32,0.32,2.4,0,0,0.0185,0.14,21.42857143,NA,NA,0.339537548736555,0.312239594769046,0.46751784289794,0.319759188892862,0.538280137740009,0.304057437963162,-0.281902513705298,0.444203961135933,0.669173016170274,0.6033486055359,0.858288804716239,1.07112395796281,0.873010194816666,0.515306883468042,0.422772219071952,0.604037591065947,0.679045979797068,0.70047344803003,0.703029478922595,0.712656423017798,0.401129008304917,0.156602833007601,0.792232132579692,170,1219
2131,2003,1,4.92,72,-174,4.859,6.3,36.75,37.08,0.72,396.41,0.02,0.02,2.4,0,0,0.0147,0.14,21.42857143,NA,NA,0.766123849757211,0.837490220712384,0.942033445887588,1.40186606834748,1.65461919528226,1.39740409995299,1.02965702909853,1.17018680416121,0.590600709242162,0.372674907430861,1.12175399311677,0.891058061953489,0.617149528075913,0.315210221690026,0.300133984421707,0.287332028892413,0.380749846097041,0.436117024370313,0.449477985667047,0.456852411805753,0.792649394968619,0.691588356632704,1.43481423228691,170,223
2132,2003,1,4.92,72,-174,4.859,6.3,49.49,49.84,7.61,367.84,0.82,0.82,2.4,0,0,0.0093,0.14,21.42857143,NA,NA,1.04785924575837,1.25661386911104,1.19493611926287,1.11883232877593,1.14418533580792,0.901130393381623,1.2058827711979,0.885999804841487,0.521383361717576,0.42078876514391,0.483322175385681,0.485865450283639,0.141492836175187,0.171499394962464,0.363509621838049,0.442658604556692,0.448282734378747,0.458066675323093,0.459289064518924,0.467227637456564,0.823570755211089,0.509216979835875,1.10216012104888,170,1241
2137,2003,1,4.92,72,-174,4.859,6.3,45.79,46.35,45.84,322,0.6,0.32,2.4,0,0,0.0104,0.175,10.71428571,NA,NA,0.969468491877899,1.13926035043906,1.21810422793756,1.64874223070287,1.29992344887162,0.972143846105162,0.605926212735994,0.566874935095003,0.397725172170158,0.465742714085775,0.438599010670053,0.41132274556688,0.247063371570327,0.303428310667242,0.360827191914879,0.32380413197114,0.330996402535298,0.340906306180535,0.334483088597828,0.338448172320269,0.49172089732409,0.58574772030963,0.954981038232218,170,1230
2138,2003,1,4.92,72,-174,4.859,6.3,39.68,40.33,38.93,642.83,0.32,0.02,2.4,0,0,0.0129,0.21,21.42857143,NA,NA,NA,0.824538732718118,0.769585856352704,1.02791189692829,1.32893208762441,0.604003385991696,0.159491302435397,-0.062111201132403,0.00323909064502148,0.292893115323858,0.433060683092666,0.12172958827342,0.0548901723571475,-0.0817794663012581,-0.0294043970246154,-0.318428676539162,-0.290364367491839,-0.234776482351973,-0.227637278605115,-0.217636802258258,0.0606258129434863,0.210117796803136,0.238332496768494,170,1250
2139,2003,1,4.92,72,-174,4.859,6.3,46.83,47.37,47.08,279.46,1.32,0.32,2.4,0,0,0.0101,0.175,21.42857143,NA,NA,1.13137130576811,1.31239939834707,0.98577589588819,1.16991788290487,1.53278832386597,0.827950085205266,0.576285783463426,0.34880254979675,0.233315377405517,0.382572283650695,0.598307646820117,0.516997157296961,0.543549735948774,0.644454892833,0.481508852303572,0.44941844072435,0.405045498886303,0.398250152541117,0.3877612802517,0.392576159241412,0.534328592822606,0.610252104824666,1.16012399489533,170,1253
2140,2003,1,4.92,72,-174,4.859,6.3,47.15,47.69,47.72,316.83,1.98,0.34,2.4,0,0,0.01,0.21,21.42857143,NA,NA,NA,1.73236601269728,1.79528438985183,1.51196237092853,1.67252151834493,1.08579024291121,0.574204778429938,0.500936628923084,0.448457404961155,0.711357754207181,1.15980596777602,0.751229622072671,0.68739763960358,0.697078534342909,0.699891386083026,0.606501055809785,0.689715669112276,0.690401052877955,0.682747275863788,0.689140972168827,0.808380746950944,0.717890672076524,1.41207408856685,170,1248
2141,2003,1,4.92,72,-174,4.859,6.3,44.52,45.1,43.83,322.53,0.32,0.32,2.4,0,0,0.0109,0.175,21.42857143,NA,NA,0.552579105935759,0.817378439699579,0.708892890000587,1.47089691051748,1.83260339592353,0.995753794781244,1.09112592572439,0.947923680673703,0.503377251242123,0.374015051924688,0.569851547531823,0.502825671705981,0.180111510363465,0.1718390406278,0.218199523616656,0.373877496654819,0.480841161885684,0.522162729280085,0.526433271329149,0.533417744407776,0.881095995897172,0.554214915269617,1.01917169464385,170,1252
2142,2003,1,4.92,72,-174,4.859,6.3,42.85,43.44,41.58,441.33,0.32,0.32,2.4,0,0,0.0115,0.175,21.42857143,NA,NA,0.142611600965362,0.206119522443466,0.14917758186857,0.343935694472038,0.594578913400102,0.971273781573796,0.629936755365088,0.378299566719372,-0.137273306599787,0.318447026447264,0.433272358356971,0.227858436601412,0.108300650702309,0.737203959166047,0.401911996028407,0.372105070816865,0.398506133652234,0.332234201765094,0.316057525174509,0.321019900343879,0.403526653817534,0.335690100369979,0.712414476366193,170,1246
2143,2003,1,4.92,72,-174,4.859,6.3,50.92,51.42,50.36,325.97,0.34,0.32,2.4,0,0,0.0089,0.175,21.42857143,NA,NA,0.84339413396096,0.807214262048306,0.843428015749735,0.930097750092375,0.723492551245012,0.645968180623124,0.732978757188516,0.621954924480881,0.287543933908641,0.0885507014151719,0.261469197685141,0.213940426705117,0.30856207842813,0.190787823591451,0.239962450055156,0.179331532684693,0.29880981064268,0.284029916413933,0.281237134616297,0.28370782096307,0.620339408884886,0.202081891135944,0.45151319047745,170,1249
2144,2003,1,4.92,72,-174,4.859,6.3,44.91,45.49,44.66,426.21,0.32,0.32,2.4,0,0,0.0108,0.175,21.42857143,NA,NA,0.88854711812793,0.980350485766095,0.944090567493823,1.73063093169579,1.73033357559359,1.2761710149109,1.18145390417444,1.03000607393524,0.607771505846071,0.782321301673061,0.978327166128712,0.577120285706443,0.267504040575091,0.312055194233773,0.247348696987401,0.357209130690176,0.524908054756203,0.56620738014418,0.575394868719653,0.584470709460817,1.10870583074476,0.665845685006326,1.17766525889046,170,1257
2145,2003,1,4.92,72,-174,4.859,6.3,48.77,49.3,49.47,358.92,0.92,0.32,2.4,0,0,0.0095,0.14,21.42857143,NA,NA,1.07420190589478,1.21405458164873,1.02175854526853,1.67528356487831,1.30769367168022,1.31379725352404,1.43146602269417,1.13120114095675,1.02706513485465,1.11376885891706,1.30778802956639,1.05305330328493,0.809523236469008,0.798437922588572,0.838413423593521,0.887227169738504,0.955176501970766,0.946511795644899,0.939382170390209,0.947355568955402,1.09160263407838,0.698067679653923,1.7377232777349,170,1247
2146,2003,1,4.92,72,-174,4.859,6.3,48.06,48.6,43.98,495.59,0.32,0.32,2.4,0,0,0.0097,0.14,21.42857143,NA,NA,0.354901411936998,0.37013821965666,0.310072961228066,0.166875036779978,0.250165063407247,0.600033656225185,0.657675380045947,0.5138507612523,0.670805817404809,0.408112440965787,0.253446857951104,0.550487292053996,0.625802073664172,0.491804679872312,0.488490564395787,0.348055602813499,0.353175293442866,0.395761014999435,0.396688093155298,0.405202068226505,0.511442391103532,0.307859663517727,0.77747260887563,170,1255
2147,2003,1,4.92,72,-174,4.859,6.3,38.17,38.84,38.26,396.01,0.32,0.32,2.4,0,0,0.0137,0.21,21.42857143,NA,NA,NA,0.711588081533606,0.763123710368451,0.766160290214176,1.03635668056288,1.42138497367331,0.912859963913024,0.684435044000518,0.745440373208605,0.448189497713436,0.592761567781339,0.28225985553608,0.194110915718885,0.470880317886693,0.194140150101203,0.256999695888709,0.25971398237527,0.299320483940305,0.305110881399004,0.313969353776525,0.786285174195885,0.297042516386127,0.676339894606639,170,1251
2148,2003,1,4.92,72,-174,4.859,6.3,53.92,54.4,49.15,630.66,0.32,0.32,2.4,0,0,0.0082,0.14,21.42857143,NA,NA,0.359820386787259,0.429295443162877,0.459415180564806,-0.167295869786146,0.0508620083298119,0.0140340377261579,-0.201390126406259,0.0200348455809367,-0.0372735695775619,-0.391422637402411,-0.444582994693308,0.222406800363452,0.0460181160222142,0.0274468682035538,0.142193554954656,-0.17491052399544,-0.183029225202604,-0.143067356039779,-0.150653758812512,-0.142670287405394,-0.151331102501722,-0.0872688931217263,-0.159743267357657,170,1216
2149,2003,1,4.92,72,-174,4.859,6.3,31.71,32.51,32.46,626.44,0.32,0.02,2.4,0,0,0.0178,0.175,21.42857143,NA,NA,0.529287020522249,0.523287259517685,0.26576451088419,0.383195015594035,0.0979408516723632,0.0260865383193174,-0.368459963516407,0.160416156632634,0.515007462864553,0.395775830986109,0.17463911630455,0.289592791494308,1.43485864704493,1.42089763556262,1.19545290341059,1.06053670048495,0.915292204367299,0.966877079396206,0.962953193425159,0.97530182480271,0.467606612581116,0.717741316102898,1.74629714687945,170,1245
2150,2003,1,4.92,72,-174,4.859,6.3,31.71,32.51,32.46,564.93,0.32,0.02,2.4,0,0,0.0178,0.175,21.42857143,NA,NA,0.533450702240025,0.486997101167103,0.431150348907097,0.601556661119397,0.185094292300756,0.188073502864676,-0.24295795550276,-0.172391622413599,0.0843772605560047,-0.19590368823558,-0.305033510056734,-0.557901060994512,-0.038422669246895,0.647413409998671,0.206647987907354,0.0788111672703637,-0.0954952814015693,-0.101809785371921,-0.127776547899518,-0.121927997224023,-0.176302257438923,-0.149850904694282,-0.161394734406445,170,1244
2151,2003,1,4.92,72,-174,4.859,6.3,59.28,59.48,-2.88,388.63,0.18,0.18,2.4,0,0,0.0072,0.175,21.42857143,NA,NA,0.734723193523971,0.744855809126237,0.221977067542872,0.339910394608851,0.156731440670932,0.50667051901975,0.684285690521955,0.518875072561374,0.115092753980064,0.0407713224656057,0.945235613972162,0.43547404395961,0.230902324521513,0.370976731734451,0.453533647505838,0.522189893551371,0.319654461748847,0.338970785279844,0.34187828224912,0.347005899291184,0.3500335077624,0.455239535862844,0.957630951321192,170,1269
2154,2003,1,4.92,72,-174,4.859,6.3,38.24,38.74,10.41,425.02,0.1,0.1,2.4,0,0,0.0137,0.28,14.28571429,NA,NA,NA,NA,0.0612084611880732,-0.108713369860077,-0.249083945561,-0.369660052729565,0.21639327523007,0.478414214564711,0.154729074993298,-0.0792834093644954,0.601863538865266,0.402072912600414,0.165289623173287,0.348430245659799,0.345002127862823,0.264286358624613,0.285756314987082,0.305712659375764,0.305125147686736,0.3103908757795,0.177406588471546,0.302354097254563,0.534840594171478,170,224
2155,2003,1,4.92,72,-174,4.859,6.3,70.76,71.12,50.83,399.84,NA,NA,2.4,0,0,0.0054,0.14,21.42857143,NA,NA,-0.110453893855565,0.0199748436332214,-0.0476280420402535,0.0375779497811548,0.191364114464446,0.378469682817844,0.683571454327939,1.09238488961309,1.45325443222586,1.81365188296146,2.0912842387375,2.08345797289444,2.27045225079206,1.94492731034522,1.95687612673087,1.94565117352853,1.99631402909567,2.00822207619624,1.99900477265287,2.00460430362747,1.60946410219612,0.877373398143379,2.83825103479341,170,1237
3548,1989,1,6.93,70,140,3.85,17.48,3.22,5.02,-3.22,1070.34,0.7886,0.00811,18,0,1,0.6143,0.1,24,-0.119003720745765,0.326903870110472,0.51610734943716,0.587521019060396,0.69962913444117,1.08169230972087,0.980396605970846,1.26779137217132,0.882302875957917,0.236156929662869,0.152496433767143,-0.330010196768085,-0.419989685485979,-0.67874684278643,-0.814337442164373,-0.865785904065197,-0.8355286428164,-0.696707433746514,-0.454582801532715,-0.296374996384305,-0.243107280771732,-0.235834156838328,0.764079843605569,-0.0819521580165348,0.0887158858512858,118,1479
3605,1984,4,5.8,48,-96,8,14,19.97,24.4,24.57,436.79,NA,NA,8.1,1,0,0.0812,0.375,18.4,NA,NA,NA,NA,NA,0.827388725127566,0.862643041204369,1.20629124581508,1.16740890772446,0.786024885632641,0.827442078961396,0.515574265221826,0.494358030685204,0.619709714112004,0.609434575810248,0.0466293864834508,-0.00625359137665527,0.157409668978568,0.244717737707536,0.310171924551022,0.337640717201586,0.345821244353856,0.65285291985742,0.489113670660949,0.946594925425341,91,1637
3606,1984,4,5.8,48,-96,8,14,49.33,51.29,50.72,228.85,NA,NA,8.1,1,0,0.0313,0.3,16,NA,NA,NA,NA,0.40499007465406,0.561640557747515,0.690776452013473,1.24391651294546,1.10671584760242,0.998319717125932,0.496973797247533,0.495564899102565,0.295843035191654,0.177395618180099,-0.0379160809428738,-0.135055598769634,0.104833836474119,0.244145228782823,0.310521186366487,0.332779620731201,0.350040361634207,0.353644800437453,0.740049262564075,0.374851577112052,0.97873299196231,91,1638
3607,1984,4,5.8,48,-96,8,14,28.75,30.06,3.69,477.35,NA,NA,8.1,1,0,0.0627,0.5,19.2,NA,NA,NA,NA,NA,-0.230062719019152,0.230737750086254,0.419784504586387,0.149463519862881,-0.0457193276973187,0.202590044830041,0.0668725748844112,0.121985788450626,0.594495854407113,0.373833042167905,0.0301016233286435,-0.396029584988531,-0.181903429958498,-0.0979707725493504,-0.0398321839175702,-0.0184533100712323,-0.0125053596445617,-0.105378226796447,0.0613513281049158,0.183080582513817,91,1639
3662,1986,1,6.06,46,150,4,11,43.17,43.36,-39.1,481.6,NA,NA,13.3,0,0,0.0553,0.875,16,NA,NA,NA,NA,NA,NA,NA,-1.5214908059128,-1.69815744162039,-1.71753332304507,-1.38549849236621,-1.06949446305701,-0.745633198276902,-0.683946613001948,-0.361525786784868,-0.050147435939377,0.462564096107497,0.519635165383598,-0.0117927489314584,-0.233419072779387,-0.284800119122046,-0.293142118524729,-1.20391911347204,-0.642452820322425,-0.931013610259388,101,1641
3744,1992,1,7.01,14,105,5.2,9.5,8.49,12.24,15.61,566.42,NA,NA,28,0,1,0.4116,0,16,0.490005030335089,0.658597615643557,0.92780539981048,0.949790556916123,0.869389292455841,0.723330598732298,0.631745727849367,0.294350721723721,-0.0117907780091141,0.0808869151938219,-0.0262226864294016,-0.331910702082491,-0.529568128264345,-0.709045303487433,-0.802541336780732,-0.954520445148508,-0.881798089489023,-0.774617726540414,-0.627911934501507,-0.556824451265165,-0.522083087272831,-0.507634579986395,0.689798465515752,-0.472287745871712,-0.655479232013772,123,1642
3745,1992,1,7.01,14,105,5.2,9.5,43.82,45.43,55.5,525.26,NA,NA,28,0,1,0.0972,0.25,16,NA,NA,NA,0.0392274778845598,0.359863861063265,0.795391031199124,0.99257387168297,0.995948967231449,1.42254192140756,1.15791549035016,1.32953066444576,1.04070680704729,0.594674837837462,0.287850506738149,0.0495065747453896,0.118762547773771,0.190245691122889,0.343226625986266,0.45397702112496,0.496487631264032,0.516130331655658,0.52543404890787,0.743423848530413,0.227041525191561,1.04693412566571,123,1643
3746,1992,1,7.01,14,105,5.2,9.5,16.44,18.31,12.43,459.04,NA,NA,28,0,1,0.2469,0.1875,24,NA,NA,0.325381294366258,0.620875703716625,0.799946567342281,1.18394833354187,1.30829770649906,0.777944630047537,0.532013726349582,0.820064405794874,0.806039644011993,0.575374539722716,0.911385715676243,0.782847422900593,0.874623294927237,0.62949539169101,0.531346904777767,0.672618097041625,0.727412655389277,0.76840209371314,0.786591698093005,0.801059324052557,0.842541271617544,0.118885432219613,0.814290307553466,123,1644
3747,1992,1,7.01,14,105,5.2,9.5,29.22,31.46,27.31,492.74,NA,NA,28,0,1,0.1462,0.0625,18.4,0.818503938600966,0.641353612546987,0.591698499203704,0.85930571226233,0.973931187003999,1.33038346633161,1.11550484255248,0.814432249677309,0.587248732659017,1.07065909580667,0.193238834838057,0.493929390431638,0.413226076232313,0.0556528374688736,-0.045446952466758,-0.0907036609235274,-0.0900223850376509,0.0369401143972539,0.157830411557219,0.198191145024809,0.218315480980956,0.230496911648443,0.810263022625877,0.198486506421342,0.714640383026737,123,1645
3748,1992,1,7.01,14,105,5.2,9.5,16.64,19.32,19.7,387.95,NA,NA,28,0,1,0.2462,0.125,18.4,NA,0.641792034051276,0.591752522232837,0.791765966559706,0.900051686958305,1.08938978681856,1.28598082315489,1.06644192409379,0.928521687290589,0.549900103450403,0.257956245195872,0.308286608240031,0.318723047726452,0.248201267988498,0.101506240927579,0.158390848586762,0.00583009752195407,0.198819571288068,0.266750193423369,0.308319333995676,0.332380794776568,0.347332090409181,1.01012370017568,0.0793599612022222,0.609216471208962,123,1646
3749,1992,1,7.01,14,105,5.2,9.5,16.54,20.41,29.59,355.18,NA,NA,28,0,1,0.2465,0.0625,24,0.317060343669803,0.325062486141489,0.263341343920672,0.409076822761014,0.683609246553383,0.446146791486696,0.08884667879916,0.316200156176933,0.386170164665091,0.992299733972778,0.926693110053955,0.486715228717268,0.386257787134516,0.275715018539263,0.0645887026224288,0.116971874801587,0.155450546944228,0.257629859641377,0.322437475264956,0.355317762670411,0.379952463249278,0.394179690903871,0.36255235433147,0.0218210373892121,0.540120831687428,123,1647
3750,1992,1,7.01,14,105,5.2,9.5,23.46,25.91,24.59,515.65,NA,NA,28,0,1,0.1805,0.0625,24,1.21923021885463,1.33471602488466,1.38283955790813,1.19300371421456,1.0489208424949,1.11272905869929,0.846856020476575,0.589814396733736,0.568500624826336,0.421026291592131,0.516667940081953,0.816922433740566,0.598229707273239,0.895591489649448,0.606824362039079,0.745267572329355,0.313883921371097,0.335884140819187,0.452709866235079,0.484718287588132,0.504697374565566,0.517636775240888,0.842271379739468,0.226894574827571,0.803130036395447,123,1648
3751,1992,1,7.01,14,105,5.2,9.5,33.23,35.22,27.44,459.04,NA,NA,28,0,1,0.1289,0.1875,24,NA,NA,0.477536380596995,0.64016279601948,0.604451997200465,0.683717283067657,0.862439825937976,1.00661160626475,0.593656360264743,0.930328309564613,0.716263489092625,0.423759966250706,0.22637725907605,0.307447609719993,0.337301981828569,0.148258312724941,0.211935664044519,0.268481434652157,0.350381953219081,0.395900728690797,0.413809205517535,0.425205173879938,0.63274539864229,0.161232677493968,0.754354370862366,123,1649
3752,1992,1,7.28,90,180,0,7,45.34,45.34,-45.21,436.14,NA,NA,15,0,0,0.0876,0.125,24,NA,-0.305053300731709,0.0896223145837118,0.0210713523298405,-0.121697202925363,0.0853582388109029,0.40587430861648,0.647027786358391,0.552678692523805,0.310494592357512,0.0496308118460718,0.172306040860445,0.464510305967124,0.470704349591701,0.525951790239676,0.442143179877011,0.319609104523844,0.227010232104283,0.277015279168379,0.273363477103437,0.26551881464095,0.267601873096979,0.00155342059131192,0.280086757382297,0.660136729972096,125,1218
3753,1992,1,7.28,90,180,0,7,25.02,25.02,2.3,388.63,0.14,0.14,15,0,0,0.153,0.0625,24,-0.670156242917619,-0.677598386065236,-0.594698643171659,-0.507205508233367,-0.658386630269113,-0.0762699351995595,0.336027392812625,0.780980531629865,1.34313087916418,0.713295381608579,0.566445417399948,1.28199527787755,0.612175190837047,0.812280542655367,0.2933819691987,0.0889610398019021,0.0421666426398275,0.166708281566951,0.31137141440945,0.379222779981588,0.398181960575984,0.403033951377254,0.249194491523751,0.618997564620095,1.17075926882604,125,221
3754,1992,1,7.28,90,180,0,7,48.84,48.84,16.92,292.12,1.58,1.58,15,0,0,0.0816,0.375,24,NA,NA,NA,NA,NA,0.874700310076229,0.834645678356889,1.40723994446404,1.58792861153871,1.25780518941628,1.04271828343737,0.588517551926833,0.566391945650363,0.68786185926049,0.48767335489378,0.495044630914737,0.633241541818451,0.867363081823372,0.974857704400711,0.986366636125836,0.992166668578901,0.994950361927286,0.886682122539731,0.780250170652156,1.69687390087028,125,1240
3756,1992,1,7.28,90,180,0,7,40.67,40.67,35.97,368.2,NA,NA,15,0,0,0.0971,0.05,32,-0.469605162650562,-0.616754911065604,-0.406767416328075,-0.0452704815792089,0.220834721256292,0.736321831484589,1.10927430799009,0.971463218726284,0.920224854609049,0.965716971063907,1.05072773922176,0.594557236366083,0.42703571366264,0.486950560352089,0.655409169061949,0.292431081639404,0.336458776272186,0.461709524282416,0.584841754636792,0.542303220281187,0.546079457243194,0.5492275827602,0.506612246048329,0.813913826673939,1.51135317919758,125,1650
3757,1992,1,7.28,90,180,0,7,26.95,26.95,-12.34,367.84,0.82,0.82,15,0,0,0.1424,0.1125,24,NA,-0.771812865060502,-0.397905194516852,0.101220354621382,-0.0112320116283411,0.758738650895325,0.722277049855407,0.456007886544561,0.0581333196825367,-0.0186780728446356,0.0727211417488403,0.0720623770230273,0.199719530220173,0.0810172472992874,0.0626418997959099,0.14389019402837,-0.00463381008563157,-0.110227692163417,-0.00612969869330815,0.0179312457080676,0.0209330801544474,0.0286312783162659,-0.219408421315987,0.336504786687571,0.561444687161638,125,1241
3758,1992,1,7.28,90,180,0,7,36.93,36.93,0.99,333.89,1.6,1.6,15,0,0,0.1063,0.1125,24,NA,-0.363435071011394,0.100438286295866,0.467249410117899,0.533617132772292,0.505617258607762,0.596494927883398,0.66364278088594,0.57503566357214,0.180706859183121,0.00711765420862509,0.0279035187728711,0.119117716533075,0.229198399965356,0.373538437455357,-0.00322730877301902,-0.0070296545003008,-0.0293332378690576,0.0154252252916063,-0.000653464361298539,0.00672634151404683,0.0115228599891739,0.192002622749131,0.350591378581302,0.623141279566935,125,1651
3759,1992,1,7.28,90,180,0,7,27.05,27.05,-21.79,425.02,0.1,0.1,15,0,0,0.1426,0.375,24,NA,NA,NA,NA,NA,-0.180661979460214,-0.230337313029844,0.278826354433927,0.563241682233838,-0.00561188714447014,-0.159317411783055,0.291124435158372,0.267225173135656,0.12154988794239,0.0465058820015956,0.170352307557144,0.0761770012349765,-0.0769901826466382,-0.00452656328974888,0.0144820914216064,0.0291255657522576,0.0281250150676735,-0.510548027966348,0.414534559838805,0.610554175681651,125,224
3760,1992,1,7.28,90,180,0,7,45.48,45.48,-45.48,430.36,NA,NA,15,0,0,0.0873,0.15,36.8,NA,NA,0.262034331040469,-0.0242763701727884,0.190497392910581,0.0466384528928172,-0.352539518527357,-0.0301316490565311,0.297856831107059,0.694702490604726,0.706949381501054,0.969862743057949,0.698869897205957,0.789933113986658,0.970430351296418,0.689045295332294,0.712699981922758,0.622233596478075,0.744507833000623,0.764623744896642,0.790975057786691,0.777666252853045,0.324489540014531,0.573572719150929,1.33881368019682,125,1388
3827,2000,1,5,90,170,7.762,10.12,25.46,26.62,24.05,339.51,1.6709,0.5716,3.2,0,0,0.0197,0.375,36.8,NA,NA,NA,NA,NA,0.606260781821773,-0.0435114343050875,-0.0464545966453489,0.293758950482894,-0.573162169782278,-0.659923136548466,-0.887638636274895,-1.18293481296549,-1.47559456296902,-1.52776085519536,-1.24834561431157,-1.38103845214381,-1.39858256273703,-1.20532949632397,-1.17377849584126,-1.17295333933589,-1.17450166356168,-0.58331063548269,-0.195859152553467,-1.10816489659809,160,1465
3828,2000,1,5,90,170,7.762,10.12,60.29,60.79,27.81,155.11,0.842,0.0952,3.2,0,0,0.0058,0.375,36.8,NA,NA,NA,NA,NA,-0.0350757574366511,0.493817132567607,0.228128461745344,-0.505578138570463,-0.235565645450468,-0.845415251135579,-0.456618973394702,-0.665276798273947,-0.421765653349,-0.202669312681419,-0.492509077166882,-0.485693679943044,-0.487499633166217,-0.365984605590304,-0.408098797782587,-0.428989966430681,-0.439845832681939,-0.409399613966073,-0.171748905890912,-0.414710005354802,160,459
3830,2000,1,5,90,170,7.762,10.12,15.45,17.29,-4.29,331.66,0.8421,0.5931,3.2,0,0,0.0359,0.375,36.8,NA,NA,NA,NA,NA,1.71749967438374,1.98017880853728,1.85564733404105,2.04775938419241,2.39154167545685,2.38600793740013,2.00980827523063,1.74102486300436,1.31617675925847,1.24549315822165,0.999020894802553,1.14799893366177,1.32007248131513,1.47176607831261,1.5356092572429,1.56408102682454,1.56179091584207,1.99088901035222,1.4140772195731,3.14794548972057,160,1464
3870,2000,10,6.61,90,0,0.5,13,48.72,48.72,-48.72,361.6,0.04,0.02,20,0,0,0.1202,0.05,24,0.88079158056465,1.15310111646083,1.14005968292574,0.889010496420803,0.63016426516672,-0.132579590383703,-0.163730807366141,-0.387532249008234,-0.25382565323032,0.176887503723097,0.714400345405684,0.754486444076302,1.36358288017118,1.75739350899417,1.76756985448778,2.20208959716045,1.65392037155656,1.63774721938584,1.56809317834994,1.57756136250878,1.59951452376758,1.59495922964177,1.07919231797348,1.47915495073376,2.90124627149571,176,1670
3871,2000,10,6.61,90,0,0.5,13,30.71,30.71,-27,458.14,0.06,0.02,20,0,0,0.1989,0.1,24,-0.386910306041216,-0.187707785556332,-0.322322069005856,0.216545580078514,0.482891913237913,0.0291449951454728,-0.611268206014508,-0.738873973031334,-0.62038973482875,-0.808090521422447,-0.292777470672205,-0.291359752318767,-0.0769849752802974,-0.0602109845996277,0.448769631678046,1.4330238157937,2.18432755321158,1.41008444071329,1.18341534524193,1.21881101024025,1.2130918505558,1.20254258525832,0.163823293902018,1.40833765445273,2.5149373857866,176,1671
3872,2000,10,6.61,90,0,0.5,13,65.8,65.81,-65.76,335.55,0.06,0.02,20,0,0,0.0855,0.025,24,0.832769481055024,1.23882089860878,1.45642630133834,1.44049510182996,0.900293927201664,0.460442073321325,0.111920401802728,-0.151668399913476,0.125709027284681,1.21169414960919,0.978690822998752,0.565062472388635,0.380295315419956,0.28694844014982,0.686224566875312,1.02483931232552,0.758839282917546,0.442143709212331,0.513887429272569,0.548927100728374,0.559515174115873,0.553190870205635,0.77601818235835,0.677436091742454,1.10425625421023,176,1672
3874,2000,10,6.61,90,0,0.5,13,42.3,42.3,-33.16,466.28,0.04,0.02,20,0,0,0.1406,0.1,24,-0.5470261922958,-0.457114047769085,0.520676886641787,0.595377332174448,0.55773729589917,0.026690420050981,-0.547436467749923,-0.389541771439355,-0.0845893628189387,-0.142624096027033,0.343069981935793,0.898787356174714,1.52245889074468,1.82444939483806,1.89101841341295,1.40986963983649,1.41341511485549,1.54359157080741,1.48658764911623,1.50230020598324,1.49989017433652,1.48699104184133,0.805044607958173,1.57478579969166,2.76254564241675,176,1674
3876,2000,10,6.61,90,0,0.5,13,57.63,57.63,-52.01,619.94,0.04,0.02,20,0,0,0.0997,0.05,24,0.261075771688802,0.518476936814425,1.09947571403809,0.823201472750234,0.724618039366558,0.628635250037452,0.286625183931148,0.0629046174535373,-0.155933742945064,0.310049212422219,-0.140998640084786,-0.497927481818534,-0.497258557523375,-0.637123777966127,-0.362629989089652,0.380490888877475,0.272847383758711,0.380759109805991,-0.0758160596196706,-0.0888675868691702,-0.0669613228817521,-0.0749441734387033,0.398166179737671,0.102646576738599,-0.129699932642694,176,1676
